[ 2012-06-15T15:00:48+08:00 ] /me/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002313s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002465s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_user` [ RunTime:0.006067s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | SQL: SELECT * FROM `my_user` WHERE ( `username` = 'xiaowei' ) AND ( `password` = 'c1efefc7c4396e847ee947cc033f55a8' ) LIMIT 1   [ RunTime:0.000493s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_catalog` [ RunTime:0.005996s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | SQL: SELECT * FROM `my_catalog` WHERE pid='1' ORDER BY sequence  [ RunTime:0.000359s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_article` [ RunTime:0.007180s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | SQL: SELECT * FROM `my_article` ORDER BY create_time desc LIMIT 3   [ RunTime:0.000473s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002452s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002545s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Run ParseTemplate Behavior [ RunTime:0.022336s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022434s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Run ContentReplace Behavior [ RunTime:0.003079s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Run TokenBuild Behavior [ RunTime:0.001764s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001292s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001509s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007904s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001486s ]
[ 2012-06-15T15:08:06+08:00 ] /me/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001574s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001341s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001472s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_user` [ RunTime:0.006106s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | SQL: SELECT * FROM `my_user` WHERE ( `username` = 'xiaowei' ) AND ( `password` = 'c1efefc7c4396e847ee947cc033f55a8' ) LIMIT 1   [ RunTime:0.000480s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_catalog` [ RunTime:0.005841s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | SQL: SELECT * FROM `my_catalog` WHERE pid='1' ORDER BY sequence  [ RunTime:0.000430s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_article` [ RunTime:0.006054s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | SQL: SELECT * FROM `my_article` ORDER BY create_time desc LIMIT 3   [ RunTime:0.000459s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001283s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001362s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Run ParseTemplate Behavior [ RunTime:0.017938s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018035s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Run ContentReplace Behavior [ RunTime:0.001205s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Run TokenBuild Behavior [ RunTime:0.001123s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000914s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001133s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004604s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001873s ]
[ 2012-06-15T15:08:29+08:00 ] /me/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001964s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003375s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003532s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_user` [ RunTime:0.007242s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | SQL: SELECT * FROM `my_user` WHERE ( `username` = 'xiaowei' ) AND ( `password` = 'c1efefc7c4396e847ee947cc033f55a8' ) LIMIT 1   [ RunTime:0.000619s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_catalog` [ RunTime:0.006743s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | SQL: SELECT * FROM `my_catalog` WHERE pid='1' ORDER BY sequence  [ RunTime:0.000499s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_article` [ RunTime:0.006707s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | SQL: SELECT * FROM `my_article` ORDER BY create_time desc LIMIT 3   [ RunTime:0.000544s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001431s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001528s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Run ParseTemplate Behavior [ RunTime:0.026768s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.026863s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Run ContentReplace Behavior [ RunTime:0.001172s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Run TokenBuild Behavior [ RunTime:0.001243s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000935s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001385s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004994s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001208s ]
[ 2012-06-15T15:08:48+08:00 ] /me/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001284s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002150s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002293s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_user` [ RunTime:0.006151s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | SQL: SELECT * FROM `my_user` WHERE ( `username` = 'xiaowei' ) AND ( `password` = 'c1efefc7c4396e847ee947cc033f55a8' ) LIMIT 1   [ RunTime:0.000478s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_catalog` [ RunTime:0.005761s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | SQL: SELECT * FROM `my_catalog` WHERE pid='1' ORDER BY sequence  [ RunTime:0.000352s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_article` [ RunTime:0.006062s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | SQL: SELECT * FROM `my_article` ORDER BY create_time desc LIMIT 3   [ RunTime:0.000609s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002502s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002590s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Run ParseTemplate Behavior [ RunTime:0.028854s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.028981s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Run ContentReplace Behavior [ RunTime:0.001700s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Run TokenBuild Behavior [ RunTime:0.001626s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001225s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001410s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006198s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.004902s ]
[ 2012-06-15T15:09:53+08:00 ] /me/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.004998s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001588s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001732s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_user` [ RunTime:0.007648s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | SQL: SELECT * FROM `my_user` WHERE ( `username` = 'xiaowei' ) AND ( `password` = 'c1efefc7c4396e847ee947cc033f55a8' ) LIMIT 1   [ RunTime:0.000770s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_catalog` [ RunTime:0.007082s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | SQL: SELECT * FROM `my_catalog` WHERE pid='1' ORDER BY sequence  [ RunTime:0.000682s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_article` [ RunTime:0.007339s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | SQL: SELECT * FROM `my_article` ORDER BY create_time desc LIMIT 3   [ RunTime:0.000977s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001499s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001589s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Run ParseTemplate Behavior [ RunTime:0.020258s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020354s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Run ContentReplace Behavior [ RunTime:0.002458s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Run TokenBuild Behavior [ RunTime:0.001360s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000953s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001131s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006149s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001266s ]
[ 2012-06-15T15:10:57+08:00 ] /me/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001377s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ route_check ] --START--
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Run CheckRoute Behavior [ RunTime:0.002104s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002253s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001361s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001439s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | SQL: SHOW COLUMNS FROM `my_catalog` [ RunTime:0.006659s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | SQL: SELECT * FROM `my_catalog` WHERE pid='1' ORDER BY sequence  [ RunTime:0.000575s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | SQL: SHOW COLUMNS FROM `my_article` [ RunTime:0.006745s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | SQL: SELECT * FROM `my_article` WHERE id='1' LIMIT 1   [ RunTime:0.000420s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | SQL: SELECT COUNT(id) AS num, `year_month` FROM my_article  GROUP BY `year_month` ORDER BY `year_month` DESC [ RunTime:0.000356s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_template ] --START--
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Run LocationTemplate Behavior [ RunTime:0.002402s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002504s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | NOTIC: [8] Undefined variable: arr_user 7a4291e7fec30b75ae5b7c5a10dbc466.php 第 23 行.
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Run ParseTemplate Behavior [ RunTime:0.019696s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019780s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Run ContentReplace Behavior [ RunTime:0.001509s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Run TokenBuild Behavior [ RunTime:0.001267s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000914s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Run ShowRuntime Behavior [ RunTime:0.001127s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005067s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_end ] --START--
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001165s ]
[ 2012-06-15T15:11:00+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001238s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Run CheckRoute Behavior [ RunTime:0.002804s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002943s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001744s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001823s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | SQL: SHOW COLUMNS FROM `my_catalog` [ RunTime:0.006139s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | SQL: SELECT * FROM `my_catalog` WHERE pid='1' ORDER BY sequence  [ RunTime:0.000888s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | SQL: SHOW COLUMNS FROM `my_article` [ RunTime:0.006993s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | SQL: SELECT * FROM `my_article` ORDER BY create_time desc LIMIT 3   [ RunTime:0.000501s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | SQL: SELECT COUNT(id) AS num, `year_month` FROM my_article  GROUP BY `year_month` ORDER BY `year_month` DESC [ RunTime:0.000279s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002556s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002658s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | NOTIC: [8] Undefined variable: arr_user a346e21a7a1151aa2da52b1592bdf73d.php 第 23 行.
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Run ParseTemplate Behavior [ RunTime:0.032112s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.032209s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Run ContentReplace Behavior [ RunTime:0.001589s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Run TokenBuild Behavior [ RunTime:0.001663s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001196s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001416s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006095s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001420s ]
[ 2012-06-15T15:11:08+08:00 ] /me/diary/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001493s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ route_check ] --START--
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Run CheckRoute Behavior [ RunTime:0.004935s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.005081s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001964s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002055s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | SQL: SHOW COLUMNS FROM `my_catalog` [ RunTime:0.006526s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | SQL: SELECT * FROM `my_catalog` WHERE pid='1' ORDER BY sequence  [ RunTime:0.000529s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | SQL: SHOW COLUMNS FROM `my_article` [ RunTime:0.007269s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | SQL: SELECT * FROM `my_article` WHERE id='1' LIMIT 1   [ RunTime:0.000625s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | SQL: SELECT COUNT(id) AS num, `year_month` FROM my_article  GROUP BY `year_month` ORDER BY `year_month` DESC [ RunTime:0.000330s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_template ] --START--
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Run LocationTemplate Behavior [ RunTime:0.001745s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001827s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | NOTIC: [8] Undefined variable: arr_user 7a4291e7fec30b75ae5b7c5a10dbc466.php 第 23 行.
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Run ParseTemplate Behavior [ RunTime:0.018787s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018872s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Run ContentReplace Behavior [ RunTime:0.001753s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Run TokenBuild Behavior [ RunTime:0.001363s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000993s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Run ShowRuntime Behavior [ RunTime:0.001330s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005699s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_end ] --START--
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001194s ]
[ 2012-06-15T15:11:21+08:00 ] /me/diary/content.html?id=1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001272s ]
[ 2012-06-15T15:12:09+08:00 ] /me/diary/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T15:12:09+08:00 ] /me/diary/ | INFO: Run CheckRoute Behavior [ RunTime:0.002657s ]
[ 2012-06-15T15:12:09+08:00 ] /me/diary/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002823s ]
[ 2012-06-15T15:12:09+08:00 ] /me/diary/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T15:12:09+08:00 ] /me/diary/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.008030s ]
[ 2012-06-15T15:12:09+08:00 ] /me/diary/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.008138s ]
[ 2012-06-15T15:12:09+08:00 ] /me/diary/ | SQL: SHOW COLUMNS FROM `my_catalog` [ RunTime:0.007191s ]
[ 2012-06-15T15:12:09+08:00 ] /me/diary/ | SQL: SELECT * FROM `my_catalog` WHERE pid='1' ORDER BY sequence  [ RunTime:0.000590s ]
[ 2012-06-15T15:12:09+08:00 ] /me/diary/ | SQL: SHOW COLUMNS FROM `my_article` [ RunTime:0.010092s ]
[ 2012-06-15T15:12:09+08:00 ] /me/diary/ | SQL: SELECT * FROM `my_article` ORDER BY create_time desc LIMIT 3   [ RunTime:0.000659s ]
[ 2012-06-15T15:12:09+08:00 ] /me/diary/ | SQL: SELECT COUNT(id) AS num, `year_month` FROM my_article  GROUP BY `year_month` ORDER BY `year_month` DESC [ RunTime:0.000400s ]
[ 2012-06-15T15:12:09+08:00 ] /me/diary/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T15:12:09+08:00 ] /me/diary/ | INFO: Run LocationTemplate Behavior [ RunTime:0.003506s ]
[ 2012-06-15T15:12:09+08:00 ] /me/diary/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.003625s ]
[ 2012-06-15T15:12:09+08:00 ] /me/diary/ | INFO: Tag[ view_parse ] --START--
